dataset,query_mode,workload,query_id,node_id,node_type,node_class,join_count,relation_count,relations,estimated_cardinality,actual_cardinality,actual_loops,actual_rows_total,q_error,signed_log10_error,bias,total_cost,actual_total_time
Hollywood200K,balanced_duckdb_pg_200k,JOB,5c,5c:0002,Seq Scan,scan,0,1,company_type AS ct,1.0,1.0,1.0,1.0,1.0,0.0,exact,1.05,0.009
Hollywood200K,balanced_duckdb_pg_200k,JOB,5c,5c:0003,Bitmap Heap Scan,scan,0,1,movie_companies AS mc,32883.0,176168.0,1.0,176168.0,5.357418727001794,-0.7289555914390415,under,16342.37,72.884
Hollywood200K,balanced_duckdb_pg_200k,JOB,5c,5c:0004,Nested Loop,join,1,2,company_type AS ct|movie_companies AS mc,16441.0,176168.0,1.0,176168.0,10.71516331123411,-1.0299987945684508,under,16672.25,82.201
Hollywood200K,balanced_duckdb_pg_200k,JOB,5c,5c:0005,Hash Join,join,2,3,company_type AS ct|movie_companies AS mc|title AS t,16441.0,176168.0,1.0,176168.0,10.71516331123411,-1.0299987945684508,under,26297.32,254.899
Hollywood200K,balanced_duckdb_pg_200k,JOB,5c,5c:0006,Index Scan,scan,0,1,movie_info AS mi,1.0,0.0,176168.0,0.0,1.0,0.0,exact,1.53,0.005
Hollywood200K,balanced_duckdb_pg_200k,JOB,5c,5c:0007,Nested Loop,join,3,4,company_type AS ct|movie_companies AS mc|movie_info AS mi|title AS t,73.0,1368.0,1.0,1368.0,18.73972602739726,-1.2727632372636415,under,51620.51,1196.689
Hollywood200K,balanced_duckdb_pg_200k,JOB,5c,5c:0008,Seq Scan,scan,0,1,info_type AS it,25.0,25.0,1.0,25.0,1.0,0.0,exact,1.25,0.009
Hollywood200K,balanced_duckdb_pg_200k,JOB,5c,5c:0009,Hash Join,join,4,5,company_type AS ct|info_type AS it|movie_companies AS mc|movie_info AS mi|title AS t,73.0,1368.0,1.0,1368.0,18.73972602739726,-1.2727632372636415,under,51623.08,1196.971
Hollywood200K,balanced_duckdb_pg_200k,JOB,6a,6a:0001,Seq Scan,scan,0,1,title AS t,351455.0,351455.0,1.0,351455.0,1.0,0.0,exact,7937.19,29.6
Hollywood200K,balanced_duckdb_pg_200k,JOB,6a,6a:0002,Seq Scan,scan,0,1,keyword AS k,1.0,1.0,1.0,1.0,1.0,0.0,exact,491.95,1.49
Hollywood200K,balanced_duckdb_pg_200k,JOB,6a,6a:0003,Index Scan,scan,0,1,movie_keyword AS mk,158.0,15639.0,1.0,15639.0,98.98101265822785,-1.9955518926922589,under,340.89,5.581
Hollywood200K,balanced_duckdb_pg_200k,JOB,6a,6a:0004,Nested Loop,join,1,2,keyword AS k|movie_keyword AS mk,96.0,15639.0,1.0,15639.0,162.90625,-2.2119377466071133,under,834.42,8.208
Hollywood200K,balanced_duckdb_pg_200k,JOB,6a,6a:0005,Index Scan,scan,0,1,cast_info AS ci,22.0,15.0,15639.0,234585.0,1.4666666666666666,0.16633142176652496,over,0.89,0.008
Hollywood200K,balanced_duckdb_pg_200k,JOB,6a,6a:0006,Nested Loop,join,2,3,cast_info AS ci|keyword AS k|movie_keyword AS mk,2070.0,227088.0,1.0,227088.0,109.70434782608696,-2.0402238399672346,under,941.39,149.825
Hollywood200K,balanced_duckdb_pg_200k,JOB,6a,6a:0007,Seq Scan,scan,0,1,name AS n,9697.0,19803.0,1.0,19803.0,2.0421779931937714,-0.31009359186109375,under,11144.0,52.155
Hollywood200K,balanced_duckdb_pg_200k,JOB,6a,6a:0008,Hash Join,join,3,4,cast_info AS ci|keyword AS k|movie_keyword AS mk|name AS n,42.0,6880.0,1.0,6880.0,163.8095238095238,-2.214339147837611,under,12214.78,222.04
Hollywood200K,balanced_duckdb_pg_200k,JOB,6a,6a:0009,Hash Join,join,4,5,cast_info AS ci|keyword AS k|movie_keyword AS mk|name AS n|title AS t,42.0,6880.0,1.0,6880.0,163.8095238095238,-2.214339147837611,under,21470.87,275.442
Hollywood200K,balanced_duckdb_pg_200k,JOB,6b,6b:0001,Seq Scan,scan,0,1,name AS n,48.0,1.0,1.0,1.0,48.0,1.6812412373755872,over,11144.0,40.542
Hollywood200K,balanced_duckdb_pg_200k,JOB,6b,6b:0002,Seq Scan,scan,0,1,title AS t,351455.0,351455.0,1.0,351455.0,1.0,0.0,exact,7937.19,28.095
Hollywood200K,balanced_duckdb_pg_200k,JOB,6b,6b:0003,Seq Scan,scan,0,1,keyword AS k,8.0,8.0,1.0,8.0,1.0,0.0,exact,655.12,3.554
Hollywood200K,balanced_duckdb_pg_200k,JOB,6b,6b:0004,Index Scan,scan,0,1,movie_keyword AS mk,158.0,42.0,8.0,336.0,3.761904761904762,0.5754077965565221,over,325.57,0.154
Hollywood200K,balanced_duckdb_pg_200k,JOB,6b,6b:0005,Nested Loop,join,1,2,keyword AS k|movie_keyword AS mk,771.0,337.0,1.0,337.0,2.287833827893175,0.35942447717961834,over,3272.31,4.824
Hollywood200K,balanced_duckdb_pg_200k,JOB,6b,6b:0006,Hash Join,join,2,3,keyword AS k|movie_keyword AS mk|title AS t,771.0,337.0,1.0,337.0,2.287833827893175,0.35942447717961834,over,12544.8,48.462
Hollywood200K,balanced_duckdb_pg_200k,JOB,6b,6b:0007,Index Scan,scan,0,1,cast_info AS ci,22.0,19.0,337.0,6403.0,1.1578947368421053,0.0636690798693773,over,0.89,0.012
Hollywood200K,balanced_duckdb_pg_200k,JOB,6b,6b:0008,Nested Loop,join,3,4,cast_info AS ci|keyword AS k|movie_keyword AS mk|title AS t,16560.0,6281.0,1.0,6281.0,2.636522846680465,0.4210315390447883,over,13446.29,53.113
Hollywood200K,balanced_duckdb_pg_200k,JOB,6b,6b:0009,Hash Join,join,4,5,cast_info AS ci|keyword AS k|movie_keyword AS mk|name AS n|title AS t,2.0,1.0,1.0,1.0,2.0,0.3010299956639812,over,24809.49,94.73
Hollywood200K,balanced_duckdb_pg_200k,JOB,6c,6c:0001,Seq Scan,scan,0,1,title AS t,304489.0,304849.0,1.0,304849.0,1.001182308720512,-0.0005131668521446787,under,7937.19,30.022
Hollywood200K,balanced_duckdb_pg_200k,JOB,6c,6c:0002,Seq Scan,scan,0,1,keyword AS k,1.0,1.0,1.0,1.0,1.0,0.0,exact,491.95,1.277
Hollywood200K,balanced_duckdb_pg_200k,JOB,6c,6c:0003,Index Scan,scan,0,1,movie_keyword AS mk,158.0,29606.0,1.0,29606.0,187.37974683544303,-2.2727226478487426,under,340.89,7.685
Hollywood200K,balanced_duckdb_pg_200k,JOB,6c,6c:0004,Nested Loop,join,1,2,keyword AS k|movie_keyword AS mk,96.0,29606.0,1.0,29606.0,308.3958333333333,-2.4891085017635968,under,834.42,10.924
Hollywood200K,balanced_duckdb_pg_200k,JOB,6c,6c:0005,Hash Join,join,2,3,keyword AS k|movie_keyword AS mk|title AS t,83.0,27698.0,1.0,27698.0,333.71084337349396,-2.523370318553995,under,9915.47,73.589
Hollywood200K,balanced_duckdb_pg_200k,JOB,6c,6c:0006,Index Scan,scan,0,1,cast_info AS ci,22.0,13.0,27698.0,360074.0,1.6923076923076923,0.22847932851536945,over,0.89,0.004
Hollywood200K,balanced_duckdb_pg_200k,JOB,6c,6c:0007,Nested Loop,join,3,4,cast_info AS ci|keyword AS k|movie_keyword AS mk|title AS t,1793.0,346393.0,1.0,346393.0,193.19185722253206,-2.2859888175357526,under,10012.52,215.989
Hollywood200K,balanced_duckdb_pg_200k,JOB,6c,6c:0008,Seq Scan,scan,0,1,name AS n,441212.0,441020.0,1.0,441020.0,1.0004353544056959,0.00018903087133964838,over,11144.0,55.618
Hollywood200K,balanced_duckdb_pg_200k,JOB,6c,6c:0009,Hash Join,join,4,5,cast_info AS ci|keyword AS k|movie_keyword AS mk|name AS n|title AS t,1649.0,321100.0,1.0,321100.0,194.72407519708915,-2.289419649921984,under,32768.87,432.891
Hollywood200K,balanced_duckdb_pg_200k,JOB,6d,6d:0001,Seq Scan,scan,0,1,name AS n,48.0,1.0,1.0,1.0,48.0,1.6812412373755872,over,11144.0,40.394
Hollywood200K,balanced_duckdb_pg_200k,JOB,6d,6d:0002,Seq Scan,scan,0,1,title AS t,349674.0,349934.0,1.0,349934.0,1.000743549706298,-0.00032279954058071737,under,7937.19,34.37
Hollywood200K,balanced_duckdb_pg_200k,JOB,6d,6d:0003,Seq Scan,scan,0,1,keyword AS k,8.0,8.0,1.0,8.0,1.0,0.0,exact,655.12,3.875
Hollywood200K,balanced_duckdb_pg_200k,JOB,6d,6d:0004,Index Scan,scan,0,1,movie_keyword AS mk,158.0,42.0,8.0,336.0,3.761904761904762,0.5754077965565221,over,325.57,0.141
Hollywood200K,balanced_duckdb_pg_200k,JOB,6d,6d:0005,Nested Loop,join,1,2,keyword AS k|movie_keyword AS mk,771.0,337.0,1.0,337.0,2.287833827893175,0.35942447717961834,over,3272.31,5.039
Hollywood200K,balanced_duckdb_pg_200k,JOB,6d,6d:0006,Hash Join,join,2,3,keyword AS k|movie_keyword AS mk|title AS t,767.0,332.0,1.0,332.0,2.3102409638554215,0.36365728024494465,over,12538.08,55.312
Hollywood200K,balanced_duckdb_pg_200k,JOB,6d,6d:0007,Index Scan,scan,0,1,cast_info AS ci,22.0,19.0,332.0,6308.0,1.1578947368421053,0.0636690798693773,over,0.89,0.016
Hollywood200K,balanced_duckdb_pg_200k,JOB,6d,6d:0008,Nested Loop,join,3,4,cast_info AS ci|keyword AS k|movie_keyword AS mk|title AS t,16476.0,6171.0,1.0,6171.0,2.6699076324744775,0.4264962368699935,over,13434.9,61.148
Hollywood200K,balanced_duckdb_pg_200k,JOB,6d,6d:0009,Hash Join,join,4,5,cast_info AS ci|keyword AS k|movie_keyword AS mk|name AS n|title AS t,2.0,1.0,1.0,1.0,2.0,0.3010299956639812,over,24796.99,102.598
Hollywood200K,balanced_duckdb_pg_200k,JOB,6e,6e:0001,Seq Scan,scan,0,1,title AS t,349674.0,349934.0,1.0,349934.0,1.000743549706298,-0.00032279954058071737,under,7937.19,30.488
Hollywood200K,balanced_duckdb_pg_200k,JOB,6e,6e:0002,Seq Scan,scan,0,1,keyword AS k,1.0,1.0,1.0,1.0,1.0,0.0,exact,491.95,1.333
Hollywood200K,balanced_duckdb_pg_200k,JOB,6e,6e:0003,Index Scan,scan,0,1,movie_keyword AS mk,158.0,15639.0,1.0,15639.0,98.98101265822785,-1.9955518926922589,under,340.89,5.174
Hollywood200K,balanced_duckdb_pg_200k,JOB,6e,6e:0004,Nested Loop,join,1,2,keyword AS k|movie_keyword AS mk,96.0,15639.0,1.0,15639.0,162.90625,-2.2119377466071133,under,834.42,7.698
Hollywood200K,balanced_duckdb_pg_200k,JOB,6e,6e:0005,Index Scan,scan,0,1,cast_info AS ci,22.0,15.0,15639.0,234585.0,1.4666666666666666,0.16633142176652496,over,0.89,0.007
Hollywood200K,balanced_duckdb_pg_200k,JOB,6e,6e:0006,Nested Loop,join,2,3,cast_info AS ci|keyword AS k|movie_keyword AS mk,2070.0,227088.0,1.0,227088.0,109.70434782608696,-2.0402238399672346,under,941.39,137.565
Hollywood200K,balanced_duckdb_pg_200k,JOB,6e,6e:0007,Seq Scan,scan,0,1,name AS n,9697.0,19803.0,1.0,19803.0,2.0421779931937714,-0.31009359186109375,under,11144.0,52.05
Hollywood200K,balanced_duckdb_pg_200k,JOB,6e,6e:0008,Hash Join,join,3,4,cast_info AS ci|keyword AS k|movie_keyword AS mk|name AS n,42.0,6880.0,1.0,6880.0,163.8095238095238,-2.214339147837611,under,12214.78,209.967
Hollywood200K,balanced_duckdb_pg_200k,JOB,6e,6e:0009,Hash Join,join,4,5,cast_info AS ci|keyword AS k|movie_keyword AS mk|name AS n|title AS t,42.0,6806.0,1.0,6806.0,162.04761904761904,-2.20964265436189,under,21464.19,263.155
Hollywood200K,balanced_duckdb_pg_200k,JOB,6f,6f:0001,Seq Scan,scan,0,1,title AS t,351455.0,351455.0,1.0,351455.0,1.0,0.0,exact,7937.19,29.009
Hollywood200K,balanced_duckdb_pg_200k,JOB,6f,6f:0002,Seq Scan,scan,0,1,keyword AS k,8.0,8.0,1.0,8.0,1.0,0.0,exact,655.12,3.366
Hollywood200K,balanced_duckdb_pg_200k,JOB,6f,6f:0003,Index Scan,scan,0,1,movie_keyword AS mk,158.0,0.0,8.0,0.0,158.0,2.1986570869544226,over,325.57,0.005
Hollywood200K,balanced_duckdb_pg_200k,JOB,6f,6f:0004,Nested Loop,join,1,2,keyword AS k|movie_keyword AS mk,771.0,1.0,1.0,1.0,771.0,2.8870543780509568,over,3272.31,3.408
Hollywood200K,balanced_duckdb_pg_200k,JOB,6f,6f:0005,Hash Join,join,2,3,keyword AS k|movie_keyword AS mk|title AS t,771.0,1.0,1.0,1.0,771.0,2.8870543780509568,over,12544.8,47.055
Hollywood200K,balanced_duckdb_pg_200k,JOB,6f,6f:0006,Index Scan,scan,0,1,cast_info AS ci,22.0,17.0,1.0,17.0,1.2941176470588236,0.11197375944393234,over,0.89,0.032
Hollywood200K,balanced_duckdb_pg_200k,JOB,6f,6f:0007,Nested Loop,join,3,4,cast_info AS ci|keyword AS k|movie_keyword AS mk|title AS t,16560.0,17.0,1.0,17.0,974.1176470588235,2.9886114110705875,over,13446.29,47.093
Hollywood200K,balanced_duckdb_pg_200k,JOB,6f,6f:0008,Seq Scan,scan,0,1,name AS n,480000.0,480000.0,1.0,480000.0,1.0,0.0,exact,9944.0,35.957
Hollywood200K,balanced_duckdb_pg_200k,JOB,6f,6f:0009,Hash Join,join,4,5,cast_info AS ci|keyword AS k|movie_keyword AS mk|name AS n|title AS t,16560.0,17.0,1.0,17.0,974.1176470588235,2.9886114110705875,over,36537.99,155.715
Hollywood200K,balanced_duckdb_pg_200k,JOB,7a,7a:0001,Seq Scan,scan,0,1,name AS n,39662.0,38947.0,1.0,38947.0,1.0183582817675303,0.007900599631003806,over,13544.0,69.147
Hollywood200K,balanced_duckdb_pg_200k,JOB,7a,7a:0002,Index Scan,scan,0,1,title AS t,1781.0,1521.0,1.0,1521.0,1.170940170940171,0.06853470541024514,over,7256.6,1.483
Hollywood200K,balanced_duckdb_pg_200k,JOB,7a,7a:0003,Seq Scan,scan,0,1,link_type AS lt,1.0,1.0,1.0,1.0,1.0,0.0,exact,1.23,0.008
Hollywood200K,balanced_duckdb_pg_200k,JOB,7a,7a:0004,Bitmap Heap Scan,scan,0,1,movie_link AS ml,5118.0,11688.0,1.0,11688.0,2.283704572098476,-0.3586399213750737,under,262.93,1.544
Hollywood200K,balanced_duckdb_pg_200k,JOB,7a,7a:0005,Nested Loop,join,1,2,link_type AS lt|movie_link AS ml,1422.0,11688.0,1.0,11688.0,8.219409282700422,-0.9148406065324929,under,315.33,2.268
Hollywood200K,balanced_duckdb_pg_200k,JOB,7a,7a:0006,Hash Join,join,2,3,link_type AS lt|movie_link AS ml|title AS t,7.0,108.0,1.0,108.0,15.428571428571429,-1.188325715472693,under,7596.45,4.886
Hollywood200K,balanced_duckdb_pg_200k,JOB,7a,7a:0007,Index Scan,scan,0,1,cast_info AS ci,22.0,23.0,108.0,2484.0,1.0454545454545454,-0.01930515519538663,under,7.1,0.013
Hollywood200K,balanced_duckdb_pg_200k,JOB,7a,7a:0008,Nested Loop,join,3,4,cast_info AS ci|link_type AS lt|movie_link AS ml|title AS t,157.0,2480.0,1.0,2480.0,15.796178343949045,-1.1985520284169824,under,7648.06,6.514
Hollywood200K,balanced_duckdb_pg_200k,JOB,7a,7a:0009,Index Scan,scan,0,1,aka_name AS an,1.0,0.0,2480.0,0.0,1.0,0.0,exact,0.31,0.001
Hollywood200K,balanced_duckdb_pg_200k,JOB,7a,7a:0010,Nested Loop,join,4,5,aka_name AS an|cast_info AS ci|link_type AS lt|movie_link AS ml|title AS t,1.0,1.0,1.0,1.0,1.0,0.0,exact,7698.83,9.101
Hollywood200K,balanced_duckdb_pg_200k,JOB,7a,7a:0011,Hash Join,join,5,6,aka_name AS an|cast_info AS ci|link_type AS lt|movie_link AS ml|name AS n|title AS t,1.0,1.0,1.0,1.0,1.0,0.0,exact,21391.59,80.227
Hollywood200K,balanced_duckdb_pg_200k,JOB,7a,7a:0012,Index Scan,scan,0,1,person_info AS pi,1.0,1.0,1.0,1.0,1.0,0.0,exact,0.58,0.014
Hollywood200K,balanced_duckdb_pg_200k,JOB,7a,7a:0013,Nested Loop,join,6,7,aka_name AS an|cast_info AS ci|link_type AS lt|movie_link AS ml|name AS n|person_info AS pi|title AS t,1.0,1.0,1.0,1.0,1.0,0.0,exact,21392.18,80.243
Hollywood200K,balanced_duckdb_pg_200k,JOB,7a,7a:0014,Seq Scan,scan,0,1,info_type AS it,1.0,1.0,1.0,1.0,1.0,0.0,exact,1.31,0.009
Hollywood200K,balanced_duckdb_pg_200k,JOB,7a,7a:0015,Nested Loop,join,7,8,aka_name AS an|cast_info AS ci|info_type AS it|link_type AS lt|movie_link AS ml|name AS n|person_info AS pi|title AS t,1.0,1.0,1.0,1.0,1.0,0.0,exact,21393.51,80.254
Hollywood200K,balanced_duckdb_pg_200k,JOB,7b,7b:0001,Seq Scan,scan,0,1,info_type AS it,1.0,1.0,1.0,1.0,1.0,0.0,exact,1.31,0.02
Hollywood200K,balanced_duckdb_pg_200k,JOB,7b,7b:0002,Seq Scan,scan,0,1,name AS n,20.0,12.0,1.0,12.0,1.6666666666666667,0.22184874961635637,over,12344.0,36.86
Hollywood200K,balanced_duckdb_pg_200k,JOB,7b,7b:0003,Index Scan,scan,0,1,person_info AS pi,1.0,0.0,12.0,0.0,1.0,0.0,exact,8.55,0.015
Hollywood200K,balanced_duckdb_pg_200k,JOB,7b,7b:0004,Nested Loop,join,1,2,name AS n|person_info AS pi,4.0,1.0,1.0,1.0,4.0,0.6020599913279624,over,12515.21,37.044
Hollywood200K,balanced_duckdb_pg_200k,JOB,7b,7b:0005,Nested Loop,join,2,3,info_type AS it|name AS n|person_info AS pi,1.0,1.0,1.0,1.0,1.0,0.0,exact,12516.57,37.066
Hollywood200K,balanced_duckdb_pg_200k,JOB,7b,7b:0006,Index Scan,scan,0,1,aka_name AS an,1.0,1.0,1.0,1.0,1.0,0.0,exact,0.36,0.016
Hollywood200K,balanced_duckdb_pg_200k,JOB,7b,7b:0007,Nested Loop,join,3,4,aka_name AS an|info_type AS it|name AS n|person_info AS pi,1.0,1.0,1.0,1.0,1.0,0.0,exact,12516.94,37.084
Hollywood200K,balanced_duckdb_pg_200k,JOB,7b,7b:0008,Index Scan,scan,0,1,cast_info AS ci,174.0,64830.0,1.0,64830.0,372.58620689655174,-2.571226773320304,under,5.13,43.141
Hollywood200K,balanced_duckdb_pg_200k,JOB,7b,7b:0009,Nested Loop,join,4,5,aka_name AS an|cast_info AS ci|info_type AS it|name AS n|person_info AS pi,1.0,64830.0,1.0,64830.0,64830.0,-4.8117760216029035,under,12524.25,86.594
Hollywood200K,balanced_duckdb_pg_200k,JOB,7b,7b:0010,Index Scan,scan,0,1,movie_link AS ml,1.0,0.0,64830.0,0.0,1.0,0.0,exact,0.31,0.001
Hollywood200K,balanced_duckdb_pg_200k,JOB,7b,7b:0011,Nested Loop,join,5,6,aka_name AS an|cast_info AS ci|info_type AS it|movie_link AS ml|name AS n|person_info AS pi,1.0,7411.0,1.0,7411.0,7411.0,-3.8698768132667665,under,12524.56,133.5
Hollywood200K,balanced_duckdb_pg_200k,JOB,7b,7b:0012,Seq Scan,scan,0,1,link_type AS lt,1.0,1.0,7411.0,7411.0,1.0,0.0,exact,1.23,0.001
Hollywood200K,balanced_duckdb_pg_200k,JOB,7b,7b:0013,Nested Loop,join,6,7,aka_name AS an|cast_info AS ci|info_type AS it|link_type AS lt|movie_link AS ml|name AS n|person_info AS pi,1.0,1248.0,1.0,1248.0,1248.0,-3.0962145853464054,under,12525.8,145.663
Hollywood200K,balanced_duckdb_pg_200k,JOB,7b,7b:0014,Index Scan,scan,0,1,title AS t,1781.0,1521.0,1248.0,1898208.0,1.170940170940171,0.06853470541024514,over,7256.6,0.186
Hollywood200K,balanced_duckdb_pg_200k,JOB,7b,7b:0015,Nested Loop,join,7,8,aka_name AS an|cast_info AS ci|info_type AS it|link_type AS lt|movie_link AS ml|name AS n|person_info AS pi|title AS t,1.0,34.0,1.0,34.0,34.0,-1.5314789170422551,under,19804.66,449.648
Hollywood200K,balanced_duckdb_pg_200k,JOB,7c,7c:0001,Bitmap Heap Scan,scan,0,1,title AS t,19342.0,18955.0,1.0,18955.0,1.0204167765761012,0.008777590191115453,over,8573.94,2.656
Hollywood200K,balanced_duckdb_pg_200k,JOB,7c,7c:0002,Seq Scan,scan,0,1,movie_link AS ml,25589.0,25589.0,1.0,25589.0,1.0,0.0,exact,394.89,1.319
Hollywood200K,balanced_duckdb_pg_200k,JOB,7c,7c:0003,Seq Scan,scan,0,1,link_type AS lt,4.0,4.0,1.0,4.0,1.0,0.0,exact,1.27,0.008
Hollywood200K,balanced_duckdb_pg_200k,JOB,7c,7c:0004,Hash Join,join,1,2,link_type AS lt|movie_link AS ml,5686.0,14541.0,1.0,14541.0,2.5573338023214913,-0.40778741908799837,under,549.03,3.654
Hollywood200K,balanced_duckdb_pg_200k,JOB,7c,7c:0005,Hash Join,join,2,3,link_type AS lt|movie_link AS ml|title AS t,313.0,1399.0,1.0,1399.0,4.4696485623003195,-0.6502733769453791,under,9269.7,9.745
Hollywood200K,balanced_duckdb_pg_200k,JOB,7c,7c:0006,Index Scan,scan,0,1,cast_info AS ci,22.0,23.0,1399.0,32177.0,1.0454545454545454,-0.01930515519538663,under,7.1,0.011
Hollywood200K,balanced_duckdb_pg_200k,JOB,7c,7c:0007,Nested Loop,join,3,4,cast_info AS ci|link_type AS lt|movie_link AS ml|title AS t,6809.0,32230.0,1.0,32230.0,4.733441033925686,-0.6751769713339915,under,11577.36,27.502
Hollywood200K,balanced_duckdb_pg_200k,JOB,7c,7c:0008,Seq Scan,scan,0,1,name AS n,46737.0,48312.0,1.0,48312.0,1.0336992104756404,-0.014394184565879356,under,15944.0,75.866
Hollywood200K,balanced_duckdb_pg_200k,JOB,7c,7c:0009,Hash Join,join,4,5,cast_info AS ci|link_type AS lt|movie_link AS ml|name AS n|title AS t,663.0,3349.0,1.0,3349.0,5.051282051282051,-0.7034016191350937,under,28137.73,112.797
Hollywood200K,balanced_duckdb_pg_200k,JOB,7c,7c:0010,Index Scan,scan,0,1,person_info AS pi,1.0,1.0,3349.0,3349.0,1.0,0.0,exact,0.57,0.003
Hollywood200K,balanced_duckdb_pg_200k,JOB,7c,7c:0011,Nested Loop,join,5,6,cast_info AS ci|link_type AS lt|movie_link AS ml|name AS n|person_info AS pi|title AS t,656.0,3349.0,1.0,3349.0,5.1051829268292686,-0.7080113081642065,under,28521.24,124.075
Hollywood200K,balanced_duckdb_pg_200k,JOB,7c,7c:0012,Seq Scan,scan,0,1,info_type AS it,1.0,1.0,1.0,1.0,1.0,0.0,exact,1.31,0.012
Hollywood200K,balanced_duckdb_pg_200k,JOB,7c,7c:0013,Hash Join,join,6,7,cast_info AS ci|info_type AS it|link_type AS lt|movie_link AS ml|name AS n|person_info AS pi|title AS t,26.0,3349.0,1.0,3349.0,128.80769230769232,-2.109941799569049,under,28525.28,124.616
Hollywood200K,balanced_duckdb_pg_200k,JOB,7c,7c:0014,Index Scan,scan,0,1,aka_name AS an,1.0,0.0,3349.0,0.0,1.0,0.0,exact,0.32,0.001
Hollywood200K,balanced_duckdb_pg_200k,JOB,7c,7c:0015,Nested Loop,join,7,8,aka_name AS an|cast_info AS ci|info_type AS it|link_type AS lt|movie_link AS ml|name AS n|person_info AS pi|title AS t,25.0,269.0,1.0,269.0,10.76,-1.0318122713303703,under,28533.82,128.061
Hollywood200K,balanced_duckdb_pg_200k,JOB,8a,8a:0001,Seq Scan,scan,0,1,title AS t,351455.0,351455.0,1.0,351455.0,1.0,0.0,exact,7058.55,20.146
Hollywood200K,balanced_duckdb_pg_200k,JOB,8a,8a:0002,Seq Scan,scan,0,1,aka_name AS an1,73735.0,73735.0,1.0,73735.0,1.0,0.0,exact,1665.35,4.943
Hollywood200K,balanced_duckdb_pg_200k,JOB,8a,8a:0003,Seq Scan,scan,0,1,name AS n1,4751.0,11514.0,1.0,11514.0,2.423489791622816,-0.38444119469990967,under,12344.0,41.5
Hollywood200K,balanced_duckdb_pg_200k,JOB,8a,8a:0004,Hash Join,join,1,2,aka_name AS an1|name AS n1,730.0,1757.0,1.0,1757.0,2.4068493150684933,-0.38144890137483906,under,14352.54,53.335
Hollywood200K,balanced_duckdb_pg_200k,JOB,8a,8a:0005,Index Scan,scan,0,1,cast_info AS ci,2.0,0.0,1757.0,0.0,2.0,0.3010299956639812,over,6.08,0.021
Hollywood200K,balanced_duckdb_pg_200k,JOB,8a,8a:0006,Nested Loop,join,2,3,aka_name AS an1|cast_info AS ci|name AS n1,735.0,212.0,1.0,212.0,3.4669811320754715,0.5399514781554434,over,18806.8,90.321
Hollywood200K,balanced_duckdb_pg_200k,JOB,8a,8a:0007,Seq Scan,scan,0,1,role_type AS rt,1.0,1.0,1.0,1.0,1.0,0.0,exact,1.15,0.009
Hollywood200K,balanced_duckdb_pg_200k,JOB,8a,8a:0008,Hash Join,join,3,4,aka_name AS an1|cast_info AS ci|name AS n1|role_type AS rt,61.0,135.0,1.0,135.0,2.2131147540983607,-0.3450039334842391,under,18811.33,90.384
Hollywood200K,balanced_duckdb_pg_200k,JOB,8a,8a:0009,Hash Join,join,4,5,aka_name AS an1|cast_info AS ci|name AS n1|role_type AS rt|title AS t,61.0,135.0,1.0,135.0,2.2131147540983607,-0.3450039334842391,under,27189.21,127.279
Hollywood200K,balanced_duckdb_pg_200k,JOB,8a,8a:0010,Index Scan,scan,0,1,movie_companies AS mc,1.0,1.0,135.0,135.0,1.0,0.0,exact,0.55,0.006
Hollywood200K,balanced_duckdb_pg_200k,JOB,8a,8a:0011,Nested Loop,join,5,6,aka_name AS an1|cast_info AS ci|movie_companies AS mc|name AS n1|role_type AS rt|title AS t,18.0,116.0,1.0,116.0,6.444444444444445,-0.8091854841236124,under,27223.54,128.177
Hollywood200K,balanced_duckdb_pg_200k,JOB,8a,8a:0012,Seq Scan,scan,0,1,company_name AS cn,8157.0,8157.0,1.0,8157.0,1.0,0.0,exact,395.04,1.987
Hollywood200K,balanced_duckdb_pg_200k,JOB,8a,8a:0013,Hash Join,join,6,7,aka_name AS an1|cast_info AS ci|company_name AS cn|movie_companies AS mc|name AS n1|role_type AS rt|title AS t,8.0,51.0,1.0,51.0,6.375,-0.8044801891059927,under,27720.68,130.924
Hollywood200K,balanced_duckdb_pg_200k,JOB,8b,8b:0001,Index Scan,scan,0,1,title AS t,1.0,1.0,1.0,1.0,1.0,0.0,exact,7261.05,0.618
Hollywood200K,balanced_duckdb_pg_200k,JOB,8b,8b:0002,Bitmap Heap Scan,scan,0,1,cast_info AS ci,1.0,1.0,1.0,1.0,1.0,0.0,exact,91.27,0.034
Hollywood200K,balanced_duckdb_pg_200k,JOB,8b,8b:0003,Nested Loop,join,1,2,cast_info AS ci|title AS t,1.0,1.0,1.0,1.0,1.0,0.0,exact,7352.33,0.655
Hollywood200K,balanced_duckdb_pg_200k,JOB,8b,8b:0004,Index Scan,scan,0,1,aka_name AS an,1.0,2.0,1.0,2.0,2.0,-0.3010299956639812,under,0.33,0.015
Hollywood200K,balanced_duckdb_pg_200k,JOB,8b,8b:0005,Nested Loop,join,2,3,aka_name AS an|cast_info AS ci|title AS t,1.0,2.0,1.0,2.0,2.0,-0.3010299956639812,under,7352.67,0.672
Hollywood200K,balanced_duckdb_pg_200k,JOB,8b,8b:0006,Index Scan,scan,0,1,movie_companies AS mc,1.0,1.0,2.0,2.0,1.0,0.0,exact,0.62,0.011
