dataset,query_mode,workload,query_id,node_id,node_type,node_class,join_count,relation_count,relations,estimated_cardinality,actual_cardinality,actual_loops,actual_rows_total,q_error,signed_log10_error,bias,total_cost,actual_total_time
Hollywood200K,balanced_duckdb_pg_200k,JOB,15c,15c:0014,Index Scan,scan,0,1,movie_keyword AS mk,9.0,3.0,1.0,3.0,3.0,0.47712125471966244,over,0.66,0.022
Hollywood200K,balanced_duckdb_pg_200k,JOB,15c,15c:0015,Nested Loop,join,6,7,aka_title AS at|company_name AS cn|company_type AS ct|info_type AS it1|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk,9.0,3.0,1.0,3.0,3.0,0.47712125471966244,over,5113.98,4.578
Hollywood200K,balanced_duckdb_pg_200k,JOB,15c,15c:0016,Hash Join,join,7,8,aka_title AS at|company_name AS cn|company_type AS ct|info_type AS it1|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk,9.0,3.0,1.0,3.0,3.0,0.47712125471966244,over,5633.33,6.818
Hollywood200K,balanced_duckdb_pg_200k,JOB,15c,15c:0017,Hash Join,join,8,9,aka_title AS at|company_name AS cn|company_type AS ct|info_type AS it1|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|title AS t,9.0,3.0,1.0,3.0,3.0,0.47712125471966244,over,14849.49,52.383
Hollywood200K,balanced_duckdb_pg_200k,JOB,15d,15d:0001,Seq Scan,scan,0,1,title AS t,341005.0,341478.0,1.0,341478.0,1.0013870764358295,-0.0006019822408182124,under,7937.19,32.879
Hollywood200K,balanced_duckdb_pg_200k,JOB,15d,15d:0002,Seq Scan,scan,0,1,aka_title AS at,199938.0,199938.0,1.0,199938.0,1.0,0.0,exact,4271.38,13.853
Hollywood200K,balanced_duckdb_pg_200k,JOB,15d,15d:0003,Seq Scan,scan,0,1,info_type AS it1,1.0,1.0,1.0,1.0,1.0,0.0,exact,1.31,0.012
Hollywood200K,balanced_duckdb_pg_200k,JOB,15d,15d:0004,Bitmap Heap Scan,scan,0,1,movie_info AS mi,63225.0,871545.0,1.0,871545.0,13.784816132858838,-1.139400977694795,under,55218.06,196.162
Hollywood200K,balanced_duckdb_pg_200k,JOB,15d,15d:0005,Nested Loop,join,1,2,info_type AS it1|movie_info AS mi,35406.0,871545.0,1.0,871545.0,24.61574309439078,-1.3912129506885946,under,55851.63,242.702
Hollywood200K,balanced_duckdb_pg_200k,JOB,15d,15d:0006,Hash Join,join,2,3,aka_title AS at|info_type AS it1|movie_info AS mi,28578.0,871466.0,1.0,871466.0,30.494296311848274,-1.484218616004677,under,61601.13,493.565
Hollywood200K,balanced_duckdb_pg_200k,JOB,15d,15d:0007,Hash Join,join,3,4,aka_title AS at|info_type AS it1|movie_info AS mi|title AS t,27728.0,827575.0,1.0,827575.0,29.84618436237738,-1.474888817331879,under,71451.59,942.857
Hollywood200K,balanced_duckdb_pg_200k,JOB,15d,15d:0008,Index Scan,scan,0,1,movie_companies AS mc,2.0,2.0,827575.0,1655150.0,1.0,0.0,exact,0.49,0.001
Hollywood200K,balanced_duckdb_pg_200k,JOB,15d,15d:0009,Nested Loop,join,4,5,aka_title AS at|info_type AS it1|movie_companies AS mc|movie_info AS mi|title AS t,65639.0,2009065.0,1.0,2009065.0,30.6077941467725,-1.4858320318382972,under,85782.68,2190.958
Hollywood200K,balanced_duckdb_pg_200k,JOB,15d,15d:0010,Seq Scan,scan,0,1,company_name AS cn,8157.0,8157.0,1.0,8157.0,1.0,0.0,exact,395.04,1.423
Hollywood200K,balanced_duckdb_pg_200k,JOB,15d,15d:0011,Hash Join,join,5,6,aka_title AS at|company_name AS cn|info_type AS it1|movie_companies AS mc|movie_info AS mi|title AS t,29741.0,952693.0,1.0,952693.0,32.03298476850139,-1.5055974072275498,under,86823.23,2387.399
Hollywood200K,balanced_duckdb_pg_200k,JOB,15d,15d:0012,Seq Scan,scan,0,1,company_type AS ct,4.0,4.0,1.0,4.0,1.0,0.0,exact,1.04,0.009
Hollywood200K,balanced_duckdb_pg_200k,JOB,15d,15d:0013,Hash Join,join,6,7,aka_title AS at|company_name AS cn|company_type AS ct|info_type AS it1|movie_companies AS mc|movie_info AS mi|title AS t,29741.0,952693.0,1.0,952693.0,32.03298476850139,-1.5055974072275498,under,87233.26,2485.836
Hollywood200K,balanced_duckdb_pg_200k,JOB,15d,15d:0014,Index Scan,scan,0,1,movie_keyword AS mk,9.0,10.0,952693.0,9526930.0,1.1111111111111112,-0.045757490560675115,under,0.65,0.002
Hollywood200K,balanced_duckdb_pg_200k,JOB,15d,15d:0015,Nested Loop,join,7,8,aka_title AS at|company_name AS cn|company_type AS ct|info_type AS it1|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|title AS t,268936.0,9882307.0,1.0,9882307.0,36.74594327274891,-1.565209400249936,under,109875.74,5131.202
Hollywood200K,balanced_duckdb_pg_200k,JOB,15d,15d:0016,Seq Scan,scan,0,1,keyword AS k,21756.0,21756.0,1.0,21756.0,1.0,0.0,exact,437.56,17.696
Hollywood200K,balanced_duckdb_pg_200k,JOB,15d,15d:0017,Hash Join,join,8,9,aka_title AS at|company_name AS cn|company_type AS ct|info_type AS it1|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|title AS t,268936.0,9882307.0,1.0,9882307.0,36.74594327274891,-1.565209400249936,under,114283.12,6225.547
Hollywood200K,balanced_duckdb_pg_200k,JOB,16a,16a:0001,Seq Scan,scan,0,1,name AS n,480000.0,480000.0,1.0,480000.0,1.0,0.0,exact,9944.0,27.088
Hollywood200K,balanced_duckdb_pg_200k,JOB,16a,16a:0002,Seq Scan,scan,0,1,title AS t,12453.0,11922.0,1.0,11922.0,1.044539506794162,0.018924870604723098,over,8815.83,30.535
Hollywood200K,balanced_duckdb_pg_200k,JOB,16a,16a:0003,Seq Scan,scan,0,1,keyword AS k,1.0,1.0,1.0,1.0,1.0,0.0,exact,491.95,1.804
Hollywood200K,balanced_duckdb_pg_200k,JOB,16a,16a:0004,Index Scan,scan,0,1,movie_keyword AS mk,158.0,145455.0,1.0,145455.0,920.6012658227849,-2.9640715677114127,under,340.89,16.211
Hollywood200K,balanced_duckdb_pg_200k,JOB,16a,16a:0005,Nested Loop,join,1,2,keyword AS k|movie_keyword AS mk,96.0,145455.0,1.0,145455.0,1515.15625,-3.180457421626267,under,834.42,26.707
Hollywood200K,balanced_duckdb_pg_200k,JOB,16a,16a:0006,Hash Join,join,2,3,keyword AS k|movie_keyword AS mk|title AS t,3.0,11922.0,1.0,11922.0,3974.0,-3.5992278627737964,under,9698.17,76.351
Hollywood200K,balanced_duckdb_pg_200k,JOB,16a,16a:0007,Index Scan,scan,0,1,cast_info AS ci,22.0,8.0,11922.0,95376.0,2.75,0.43933269383026263,over,0.89,0.005
Hollywood200K,balanced_duckdb_pg_200k,JOB,16a,16a:0008,Nested Loop,join,3,4,cast_info AS ci|keyword AS k|movie_keyword AS mk|title AS t,73.0,95430.0,1.0,95430.0,1307.2602739726028,-3.11636206370657,under,9701.68,149.214
Hollywood200K,balanced_duckdb_pg_200k,JOB,16a,16a:0009,Hash Join,join,4,5,cast_info AS ci|keyword AS k|movie_keyword AS mk|name AS n|title AS t,73.0,95430.0,1.0,95430.0,1307.2602739726028,-3.11636206370657,under,21447.32,260.767
Hollywood200K,balanced_duckdb_pg_200k,JOB,16a,16a:0010,Index Scan,scan,0,1,movie_companies AS mc,2.0,2.0,95430.0,190860.0,1.0,0.0,exact,0.47,0.001
Hollywood200K,balanced_duckdb_pg_200k,JOB,16a,16a:0011,Nested Loop,join,5,6,cast_info AS ci|keyword AS k|movie_companies AS mc|movie_keyword AS mk|name AS n|title AS t,174.0,190860.0,1.0,190860.0,1096.896551724138,-3.040165671208407,under,21482.78,410.192
Hollywood200K,balanced_duckdb_pg_200k,JOB,16a,16a:0012,Seq Scan,scan,0,1,company_name AS cn,9.0,9.0,1.0,9.0,1.0,0.0,exact,395.04,1.655
Hollywood200K,balanced_duckdb_pg_200k,JOB,16a,16a:0013,Nested Loop,join,6,7,cast_info AS ci|company_name AS cn|keyword AS k|movie_companies AS mc|movie_keyword AS mk|name AS n|title AS t,1.0,20818.0,1.0,20818.0,20818.0,-4.318439004200192,under,21901.33,543.953
Hollywood200K,balanced_duckdb_pg_200k,JOB,16a,16a:0014,Index Scan,scan,0,1,aka_name AS an,1.0,0.0,20818.0,0.0,1.0,0.0,exact,0.31,0.001
Hollywood200K,balanced_duckdb_pg_200k,JOB,16a,16a:0015,Nested Loop,join,7,8,aka_name AS an|cast_info AS ci|company_name AS cn|keyword AS k|movie_companies AS mc|movie_keyword AS mk|name AS n|title AS t,1.0,3334.0,1.0,3334.0,3334.0,-3.5229655954919865,under,21901.65,558.66
Hollywood200K,balanced_duckdb_pg_200k,JOB,16b,16b:0001,Seq Scan,scan,0,1,name AS n,480000.0,480000.0,1.0,480000.0,1.0,0.0,exact,9944.0,27.191
Hollywood200K,balanced_duckdb_pg_200k,JOB,16b,16b:0002,Seq Scan,scan,0,1,title AS t,351455.0,351455.0,1.0,351455.0,1.0,0.0,exact,7058.55,24.373
Hollywood200K,balanced_duckdb_pg_200k,JOB,16b,16b:0003,Seq Scan,scan,0,1,keyword AS k,1.0,1.0,1.0,1.0,1.0,0.0,exact,491.95,1.045
Hollywood200K,balanced_duckdb_pg_200k,JOB,16b,16b:0004,Index Scan,scan,0,1,movie_keyword AS mk,158.0,15538.0,1.0,15538.0,98.34177215189874,-1.9927380301576827,under,340.89,5.547
Hollywood200K,balanced_duckdb_pg_200k,JOB,16b,16b:0005,Nested Loop,join,1,2,keyword AS k|movie_keyword AS mk,96.0,15538.0,1.0,15538.0,161.85416666666666,-2.209123884072537,under,834.42,7.587
Hollywood200K,balanced_duckdb_pg_200k,JOB,16b,16b:0006,Hash Join,join,2,3,keyword AS k|movie_keyword AS mk|title AS t,96.0,15538.0,1.0,15538.0,161.85416666666666,-2.209123884072537,under,9213.09,60.774
Hollywood200K,balanced_duckdb_pg_200k,JOB,16b,16b:0007,Index Scan,scan,0,1,movie_companies AS mc,2.0,2.0,15538.0,31076.0,1.0,0.0,exact,0.47,0.003
Hollywood200K,balanced_duckdb_pg_200k,JOB,16b,16b:0008,Nested Loop,join,3,4,keyword AS k|movie_companies AS mc|movie_keyword AS mk|title AS t,227.0,35008.0,1.0,35008.0,154.2202643171806,-2.1881414431241955,under,9260.94,108.675
Hollywood200K,balanced_duckdb_pg_200k,JOB,16b,16b:0009,Seq Scan,scan,0,1,company_name AS cn,750.0,750.0,1.0,750.0,1.0,0.0,exact,395.04,1.051
Hollywood200K,balanced_duckdb_pg_200k,JOB,16b,16b:0010,Hash Join,join,4,5,company_name AS cn|keyword AS k|movie_companies AS mc|movie_keyword AS mk|title AS t,10.0,1584.0,1.0,1584.0,158.4,-2.1997551772534747,under,9666.29,112.247
Hollywood200K,balanced_duckdb_pg_200k,JOB,16b,16b:0011,Index Scan,scan,0,1,cast_info AS ci,22.0,19.0,1584.0,30096.0,1.1578947368421053,0.0636690798693773,over,0.89,0.011
Hollywood200K,balanced_duckdb_pg_200k,JOB,16b,16b:0012,Nested Loop,join,5,6,cast_info AS ci|company_name AS cn|keyword AS k|movie_companies AS mc|movie_keyword AS mk|title AS t,204.0,29406.0,1.0,29406.0,144.14705882352942,-2.1588057854703746,under,9677.98,132.94
Hollywood200K,balanced_duckdb_pg_200k,JOB,16b,16b:0013,Index Scan,scan,0,1,aka_name AS an,1.0,0.0,29406.0,0.0,1.0,0.0,exact,0.31,0.001
Hollywood200K,balanced_duckdb_pg_200k,JOB,16b,16b:0014,Nested Loop,join,6,7,aka_name AS an|cast_info AS ci|company_name AS cn|keyword AS k|movie_companies AS mc|movie_keyword AS mk|title AS t,282.0,4368.0,1.0,4368.0,15.48936170212766,-1.1900335213773197,under,9743.45,157.994
Hollywood200K,balanced_duckdb_pg_200k,JOB,16b,16b:0015,Hash Join,join,7,8,aka_name AS an|cast_info AS ci|company_name AS cn|keyword AS k|movie_companies AS mc|movie_keyword AS mk|name AS n|title AS t,282.0,4368.0,1.0,4368.0,15.48936170212766,-1.1900335213773197,under,21493.79,212.751
Hollywood200K,balanced_duckdb_pg_200k,JOB,16c,16c:0001,Seq Scan,scan,0,1,name AS n,480000.0,480000.0,1.0,480000.0,1.0,0.0,exact,9944.0,26.597
Hollywood200K,balanced_duckdb_pg_200k,JOB,16c,16c:0002,Seq Scan,scan,0,1,title AS t,92891.0,92127.0,1.0,92127.0,1.0082929000184528,0.0035867090778001712,over,7937.19,33.441
Hollywood200K,balanced_duckdb_pg_200k,JOB,16c,16c:0003,Seq Scan,scan,0,1,keyword AS k,1.0,1.0,1.0,1.0,1.0,0.0,exact,491.95,1.663
Hollywood200K,balanced_duckdb_pg_200k,JOB,16c,16c:0004,Index Scan,scan,0,1,movie_keyword AS mk,158.0,145455.0,1.0,145455.0,920.6012658227849,-2.9640715677114127,under,340.89,15.079
Hollywood200K,balanced_duckdb_pg_200k,JOB,16c,16c:0005,Nested Loop,join,1,2,keyword AS k|movie_keyword AS mk,96.0,145455.0,1.0,145455.0,1515.15625,-3.180457421626267,under,834.42,25.174
Hollywood200K,balanced_duckdb_pg_200k,JOB,16c,16c:0006,Hash Join,join,2,3,keyword AS k|movie_keyword AS mk|title AS t,25.0,92127.0,1.0,92127.0,3685.08,-3.5664469204668268,under,9121.4,94.159
Hollywood200K,balanced_duckdb_pg_200k,JOB,16c,16c:0007,Index Scan,scan,0,1,movie_companies AS mc,2.0,2.0,92127.0,184254.0,1.0,0.0,exact,0.47,0.001
Hollywood200K,balanced_duckdb_pg_200k,JOB,16c,16c:0008,Nested Loop,join,3,4,keyword AS k|movie_companies AS mc|movie_keyword AS mk|title AS t,60.0,184254.0,1.0,184254.0,3070.9,-3.487265674419202,under,9133.86,209.298
Hollywood200K,balanced_duckdb_pg_200k,JOB,16c,16c:0009,Seq Scan,scan,0,1,company_name AS cn,9.0,9.0,1.0,9.0,1.0,0.0,exact,395.04,1.556
Hollywood200K,balanced_duckdb_pg_200k,JOB,16c,16c:0010,Nested Loop,join,4,5,company_name AS cn|keyword AS k|movie_companies AS mc|movie_keyword AS mk|title AS t,1.0,20360.0,1.0,20360.0,20360.0,-4.308777773664721,under,9537.02,339.397
Hollywood200K,balanced_duckdb_pg_200k,JOB,16c,16c:0011,Index Scan,scan,0,1,cast_info AS ci,22.0,8.0,20360.0,162880.0,2.75,0.43933269383026263,over,0.89,0.002
Hollywood200K,balanced_duckdb_pg_200k,JOB,16c,16c:0012,Nested Loop,join,5,6,cast_info AS ci|company_name AS cn|keyword AS k|movie_companies AS mc|movie_keyword AS mk|title AS t,1.0,162192.0,1.0,162192.0,162192.0,-5.210029429150484,under,9538.19,395.656
Hollywood200K,balanced_duckdb_pg_200k,JOB,16c,16c:0013,Index Scan,scan,0,1,aka_name AS an,1.0,0.0,162192.0,0.0,1.0,0.0,exact,0.31,0.001
Hollywood200K,balanced_duckdb_pg_200k,JOB,16c,16c:0014,Nested Loop,join,6,7,aka_name AS an|cast_info AS ci|company_name AS cn|keyword AS k|movie_companies AS mc|movie_keyword AS mk|title AS t,1.0,25712.0,1.0,25712.0,25712.0,-4.410135859419269,under,9538.51,504.683
Hollywood200K,balanced_duckdb_pg_200k,JOB,16c,16c:0015,Hash Join,join,7,8,aka_name AS an|cast_info AS ci|company_name AS cn|keyword AS k|movie_companies AS mc|movie_keyword AS mk|name AS n|title AS t,1.0,25712.0,1.0,25712.0,25712.0,-4.410135859419269,under,21282.53,566.536
Hollywood200K,balanced_duckdb_pg_200k,JOB,16d,16d:0001,Seq Scan,scan,0,1,name AS n,480000.0,480000.0,1.0,480000.0,1.0,0.0,exact,9944.0,26.33
Hollywood200K,balanced_duckdb_pg_200k,JOB,16d,16d:0002,Seq Scan,scan,0,1,title AS t,98251.0,97815.0,1.0,97815.0,1.0044573940602157,0.00193152006189875,over,8815.83,25.964
Hollywood200K,balanced_duckdb_pg_200k,JOB,16d,16d:0003,Seq Scan,scan,0,1,keyword AS k,1.0,1.0,1.0,1.0,1.0,0.0,exact,491.95,1.078
Hollywood200K,balanced_duckdb_pg_200k,JOB,16d,16d:0004,Index Scan,scan,0,1,movie_keyword AS mk,158.0,12598.0,1.0,12598.0,79.73417721518987,-1.9016445170594312,under,340.89,3.078
Hollywood200K,balanced_duckdb_pg_200k,JOB,16d,16d:0005,Nested Loop,join,1,2,keyword AS k|movie_keyword AS mk,96.0,12598.0,1.0,12598.0,131.22916666666666,-2.1180303709742856,under,834.42,4.96
Hollywood200K,balanced_duckdb_pg_200k,JOB,16d,16d:0006,Hash Join,join,2,3,keyword AS k|movie_keyword AS mk|title AS t,27.0,8791.0,1.0,8791.0,325.5925925925926,-2.512674515895431,under,10020.16,39.46
Hollywood200K,balanced_duckdb_pg_200k,JOB,16d,16d:0007,Index Scan,scan,0,1,movie_companies AS mc,2.0,2.0,8791.0,17582.0,1.0,0.0,exact,0.47,0.001
Hollywood200K,balanced_duckdb_pg_200k,JOB,16d,16d:0008,Nested Loop,join,3,4,keyword AS k|movie_companies AS mc|movie_keyword AS mk|title AS t,63.0,17582.0,1.0,17582.0,279.07936507936506,-2.445727726264818,under,10033.62,54.997
Hollywood200K,balanced_duckdb_pg_200k,JOB,16d,16d:0009,Seq Scan,scan,0,1,company_name AS cn,8157.0,8157.0,1.0,8157.0,1.0,0.0,exact,395.04,1.447
Hollywood200K,balanced_duckdb_pg_200k,JOB,16d,16d:0010,Hash Join,join,4,5,company_name AS cn|keyword AS k|movie_companies AS mc|movie_keyword AS mk|title AS t,29.0,5540.0,1.0,5540.0,191.0344827586207,-2.281111766829474,under,10531.14,58.983
Hollywood200K,balanced_duckdb_pg_200k,JOB,16d,16d:0011,Index Scan,scan,0,1,cast_info AS ci,22.0,8.0,5540.0,44320.0,2.75,0.43933269383026263,over,0.89,0.003
Hollywood200K,balanced_duckdb_pg_200k,JOB,16d,16d:0012,Nested Loop,join,5,6,cast_info AS ci|company_name AS cn|keyword AS k|movie_companies AS mc|movie_keyword AS mk|title AS t,621.0,45068.0,1.0,45068.0,72.573268921095,-1.8607766854684737,under,10565.05,80.105
Hollywood200K,balanced_duckdb_pg_200k,JOB,16d,16d:0013,Index Scan,scan,0,1,aka_name AS an,1.0,0.0,45068.0,0.0,1.0,0.0,exact,0.31,0.001
Hollywood200K,balanced_duckdb_pg_200k,JOB,16d,16d:0014,Nested Loop,join,6,7,aka_name AS an|cast_info AS ci|company_name AS cn|keyword AS k|movie_companies AS mc|movie_keyword AS mk|title AS t,856.0,7342.0,1.0,7342.0,8.577102803738319,-0.9333406154908147,under,10764.33,112.272
Hollywood200K,balanced_duckdb_pg_200k,JOB,16d,16d:0015,Hash Join,join,7,8,aka_name AS an|cast_info AS ci|company_name AS cn|keyword AS k|movie_companies AS mc|movie_keyword AS mk|name AS n|title AS t,856.0,7342.0,1.0,7342.0,8.577102803738319,-0.9333406154908147,under,22527.59,168.134
Hollywood200K,balanced_duckdb_pg_200k,JOB,17a,17a:0001,Seq Scan,scan,0,1,title AS t,351455.0,351455.0,1.0,351455.0,1.0,0.0,exact,7058.55,20.492
Hollywood200K,balanced_duckdb_pg_200k,JOB,17a,17a:0002,Seq Scan,scan,0,1,keyword AS k,1.0,1.0,1.0,1.0,1.0,0.0,exact,491.95,1.23
Hollywood200K,balanced_duckdb_pg_200k,JOB,17a,17a:0003,Index Scan,scan,0,1,movie_keyword AS mk,158.0,12598.0,1.0,12598.0,79.73417721518987,-1.9016445170594312,under,340.89,3.589
Hollywood200K,balanced_duckdb_pg_200k,JOB,17a,17a:0004,Nested Loop,join,1,2,keyword AS k|movie_keyword AS mk,96.0,12598.0,1.0,12598.0,131.22916666666666,-2.1180303709742856,under,834.42,5.698
Hollywood200K,balanced_duckdb_pg_200k,JOB,17a,17a:0005,Index Scan,scan,0,1,cast_info AS ci,22.0,8.0,12598.0,100784.0,2.75,0.43933269383026263,over,0.89,0.003
Hollywood200K,balanced_duckdb_pg_200k,JOB,17a,17a:0006,Nested Loop,join,2,3,cast_info AS ci|keyword AS k|movie_keyword AS mk,2070.0,101014.0,1.0,101014.0,48.79903381642512,-1.6884112233890014,under,941.39,55.75
Hollywood200K,balanced_duckdb_pg_200k,JOB,17a,17a:0007,Seq Scan,scan,0,1,name AS n,4848.0,11514.0,1.0,11514.0,2.375,-0.37566361396088543,under,11144.0,41.074
Hollywood200K,balanced_duckdb_pg_200k,JOB,17a,17a:0008,Hash Join,join,3,4,cast_info AS ci|keyword AS k|movie_keyword AS mk|name AS n,21.0,2759.0,1.0,2759.0,131.38095238095238,-2.1185324057452664,under,12153.96,104.875
Hollywood200K,balanced_duckdb_pg_200k,JOB,17a,17a:0009,Hash Join,join,4,5,cast_info AS ci|keyword AS k|movie_keyword AS mk|name AS n|title AS t,21.0,2759.0,1.0,2759.0,131.38095238095238,-2.1185324057452664,under,20530.94,146.481
Hollywood200K,balanced_duckdb_pg_200k,JOB,17a,17a:0010,Index Scan,scan,0,1,movie_companies AS mc,2.0,2.0,2759.0,5518.0,1.0,0.0,exact,0.47,0.002
Hollywood200K,balanced_duckdb_pg_200k,JOB,17a,17a:0011,Nested Loop,join,5,6,cast_info AS ci|keyword AS k|movie_companies AS mc|movie_keyword AS mk|name AS n|title AS t,49.0,5518.0,1.0,5518.0,112.61224489795919,-2.051585616114653,under,20541.14,152.283
Hollywood200K,balanced_duckdb_pg_200k,JOB,17a,17a:0012,Seq Scan,scan,0,1,company_name AS cn,8157.0,8157.0,1.0,8157.0,1.0,0.0,exact,395.04,1.622
Hollywood200K,balanced_duckdb_pg_200k,JOB,17a,17a:0013,Hash Join,join,6,7,cast_info AS ci|company_name AS cn|keyword AS k|movie_companies AS mc|movie_keyword AS mk|name AS n|title AS t,22.0,1868.0,1.0,1868.0,84.9090909090909,-1.9289541910718684,under,21038.54,155.303
Hollywood200K,balanced_duckdb_pg_200k,JOB,17b,17b:0001,Seq Scan,scan,0,1,title AS t,351455.0,351455.0,1.0,351455.0,1.0,0.0,exact,7058.55,16.708
Hollywood200K,balanced_duckdb_pg_200k,JOB,17b,17b:0002,Seq Scan,scan,0,1,company_name AS cn,18003.0,18003.0,1.0,18003.0,1.0,0.0,exact,350.03,1.37
Hollywood200K,balanced_duckdb_pg_200k,JOB,17b,17b:0003,Seq Scan,scan,0,1,keyword AS k,1.0,1.0,1.0,1.0,1.0,0.0,exact,491.95,1.577
Hollywood200K,balanced_duckdb_pg_200k,JOB,17b,17b:0004,Index Scan,scan,0,1,movie_keyword AS mk,158.0,6.0,1.0,6.0,26.333333333333332,1.420505836570779,over,340.89,0.022
Hollywood200K,balanced_duckdb_pg_200k,JOB,17b,17b:0005,Nested Loop,join,1,2,keyword AS k|movie_keyword AS mk,96.0,6.0,1.0,6.0,16.0,1.2041199826559248,over,834.42,1.602
Hollywood200K,balanced_duckdb_pg_200k,JOB,17b,17b:0006,Index Scan,scan,0,1,cast_info AS ci,22.0,8.0,6.0,48.0,2.75,0.43933269383026263,over,0.89,0.011
Hollywood200K,balanced_duckdb_pg_200k,JOB,17b,17b:0007,Nested Loop,join,2,3,cast_info AS ci|keyword AS k|movie_keyword AS mk,2070.0,51.0,1.0,51.0,40.588235294117645,1.6084001693589813,over,941.39,1.678
Hollywood200K,balanced_duckdb_pg_200k,JOB,17b,17b:0008,Seq Scan,scan,0,1,name AS n,4848.0,8621.0,1.0,8621.0,1.7782590759075907,-0.24999503393478414,under,11144.0,30.012
Hollywood200K,balanced_duckdb_pg_200k,JOB,17b,17b:0009,Hash Join,join,3,4,cast_info AS ci|keyword AS k|movie_keyword AS mk|name AS n,21.0,1.0,1.0,1.0,21.0,1.3222192947339193,over,12153.96,33.044
Hollywood200K,balanced_duckdb_pg_200k,JOB,17b,17b:0010,Index Scan,scan,0,1,movie_companies AS mc,2.0,2.0,1.0,2.0,1.0,0.0,exact,0.47,0.008
Hollywood200K,balanced_duckdb_pg_200k,JOB,17b,17b:0011,Nested Loop,join,4,5,cast_info AS ci|keyword AS k|movie_companies AS mc|movie_keyword AS mk|name AS n,49.0,2.0,1.0,2.0,24.5,1.3891660843645326,over,12164.16,33.054
Hollywood200K,balanced_duckdb_pg_200k,JOB,17b,17b:0012,Hash Join,join,5,6,cast_info AS ci|company_name AS cn|keyword AS k|movie_companies AS mc|movie_keyword AS mk|name AS n,49.0,2.0,1.0,2.0,24.5,1.3891660843645326,over,12605.31,35.264
Hollywood200K,balanced_duckdb_pg_200k,JOB,17b,17b:0013,Hash Join,join,6,7,cast_info AS ci|company_name AS cn|keyword AS k|movie_companies AS mc|movie_keyword AS mk|name AS n|title AS t,49.0,2.0,1.0,2.0,24.5,1.3891660843645326,over,20982.92,70.144
Hollywood200K,balanced_duckdb_pg_200k,JOB,17c,17c:0001,Seq Scan,scan,0,1,name AS n,48.0,918.0,1.0,918.0,19.125,-1.281601443825655,under,11144.0,40.338
Hollywood200K,balanced_duckdb_pg_200k,JOB,17c,17c:0002,Seq Scan,scan,0,1,title AS t,351455.0,351455.0,1.0,351455.0,1.0,0.0,exact,7058.55,16.892
Hollywood200K,balanced_duckdb_pg_200k,JOB,17c,17c:0003,Seq Scan,scan,0,1,keyword AS k,1.0,1.0,1.0,1.0,1.0,0.0,exact,491.95,1.307
Hollywood200K,balanced_duckdb_pg_200k,JOB,17c,17c:0004,Index Scan,scan,0,1,movie_keyword AS mk,158.0,122.0,1.0,122.0,1.2950819672131149,0.11229725627967442,over,340.89,0.647
Hollywood200K,balanced_duckdb_pg_200k,JOB,17c,17c:0005,Nested Loop,join,1,2,keyword AS k|movie_keyword AS mk,96.0,122.0,1.0,122.0,1.2708333333333333,-0.10408859763517983,under,834.42,1.968
Hollywood200K,balanced_duckdb_pg_200k,JOB,17c,17c:0006,Hash Join,join,2,3,keyword AS k|movie_keyword AS mk|title AS t,96.0,122.0,1.0,122.0,1.2708333333333333,-0.10408859763517983,under,9213.09,37.365
Hollywood200K,balanced_duckdb_pg_200k,JOB,17c,17c:0007,Index Scan,scan,0,1,cast_info AS ci,22.0,14.0,122.0,1708.0,1.5714285714285714,0.1962946451439682,over,0.89,0.023
Hollywood200K,balanced_duckdb_pg_200k,JOB,17c,17c:0008,Nested Loop,join,3,4,cast_info AS ci|keyword AS k|movie_keyword AS mk|title AS t,2070.0,1673.0,1.0,1673.0,1.2372982665869696,0.09247440449452327,over,9325.34,40.323
Hollywood200K,balanced_duckdb_pg_200k,JOB,17c,17c:0009,Hash Join,join,4,5,cast_info AS ci|keyword AS k|movie_keyword AS mk|name AS n|title AS t,1.0,1.0,1.0,1.0,1.0,0.0,exact,20505.9,81.019
Hollywood200K,balanced_duckdb_pg_200k,JOB,17c,17c:0010,Index Scan,scan,0,1,movie_companies AS mc,2.0,1.0,1.0,1.0,2.0,0.3010299956639812,over,0.47,0.018
Hollywood200K,balanced_duckdb_pg_200k,JOB,17c,17c:0011,Nested Loop,join,5,6,cast_info AS ci|keyword AS k|movie_companies AS mc|movie_keyword AS mk|name AS n|title AS t,1.0,1.0,1.0,1.0,1.0,0.0,exact,20506.39,81.038
Hollywood200K,balanced_duckdb_pg_200k,JOB,17c,17c:0012,Seq Scan,scan,0,1,company_name AS cn,18003.0,18003.0,1.0,18003.0,1.0,0.0,exact,350.03,0.854
Hollywood200K,balanced_duckdb_pg_200k,JOB,17c,17c:0013,Nested Loop,join,6,7,cast_info AS ci|company_name AS cn|keyword AS k|movie_companies AS mc|movie_keyword AS mk|name AS n|title AS t,1.0,1.0,1.0,1.0,1.0,0.0,exact,21081.45,82.648
Hollywood200K,balanced_duckdb_pg_200k,JOB,17d,17d:0001,Seq Scan,scan,0,1,title AS t,351455.0,351455.0,1.0,351455.0,1.0,0.0,exact,7058.55,17.54
