dataset,query_mode,workload,method,subplan_query_id,source_workload,source_query_id,node_id,parent_id,depth,node_type,join_type,relation_name,alias,aliases,tables,table_count,plan_rows,actual_rows_per_loop,actual_loops,actual_total_rows,postgres_q_error_per_loop,postgres_q_error_total,logical_count,label_source,count_ms,count_error,sql_hash,sql_path,actual_cardinality,estimated_cardinality,q_error,signed_log10_error,bias
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00404,job_light,67,67:0003,67:0002,2,Hash Join,Inner,,,mc mi mi_idx t,movie_companies movie_info movie_info_idx title,4,51.0,18.0,1.0,18.0,2.8333333333333335,2.8333333333333335,18,exact_logical_count,27.854,,5d6da57a5a650743f4fdeaedd7c68f44b39ef4ca848203ca853fd83095b1726c,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00404.sql,18,51.0,2.8333333333333335,0.4522976709946303,over
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00405,job_light,67,67:0004,67:0003,3,Seq Scan,,title,t,t,title,1,341005.0,341478.0,1.0,341478.0,1.0013870764358295,1.0013870764358295,341478,exact_logical_count,13.671,,b8f12e0a96c13fddd97f0d837f028e0aa2eaea0ff61d60a2685a4f96e6ccb07d,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00405.sql,341478,341005.0,1.0013870764358295,-0.0006019822408182124,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00406,job_light,67,67:0006,67:0005,4,Nested Loop,Inner,,,mc mi mi_idx,movie_companies movie_info movie_info_idx,3,57.0,19.0,1.0,19.0,3.0,3.0,2731149775900,exact_logical_count,38.957,,d0aa59bbd20b7d7a00ff15bdb915a5109a80b59d58443ee8e0a868fe433f7b05,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00406.sql,2731149775900,57.0,47914908349.12281,-10.680470661773459,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00407,job_light,67,67:0007,67:0006,5,Nested Loop,Inner,,,mc mi_idx,movie_companies movie_info_idx,2,51.0,19.0,1.0,19.0,2.6842105263157894,2.6842105263157894,7770980,exact_logical_count,28.981,,1090e970cd21338bc15dc014e18e34010e65eec896c9e48b49027eb90ea4be8d,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00407.sql,7770980,51.0,152372.1568627451,-5.182905615129534,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00408,job_light,67,67:0008,67:0007,6,Index Scan,,movie_info_idx,mi_idx,mi_idx,movie_info_idx,1,23.0,10.0,1.0,10.0,2.3,2.3,10,exact_logical_count,0.27,,885c78ab9adf29c01667b27e7ab7440081f508047c5656044b6951f88709d336,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00408.sql,10,23.0,2.3,0.36172783601759284,over
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00409,job_light,67,67:0009,67:0007,6,Index Only Scan,,movie_companies,mc,mc,movie_companies,1,2.0,2.0,10.0,20.0,1.0,10.0,777098,exact_logical_count,29.108,,c9df25b5c60f40ed74485be44aabbd04b7f2ec90c65772e7b6453a2bfe65956f,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00409.sql,777098,2.0,388549.0,-5.589445795563489,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00410,job_light,67,67:0010,67:0006,5,Index Scan,,movie_info,mi,mi,movie_info,1,1.0,1.0,19.0,19.0,1.0,19.0,351455,exact_logical_count,15.251,,32e34abd12f528cdc39b880d9583dc1bb8c51b12735b6a27d952e891d2127de1,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00410.sql,351455,1.0,351455.0,-5.545869726218481,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00411,job_light,67,67:0011,67:0002,2,Index Only Scan,,movie_keyword,mk,mk,movie_keyword,1,9.0,6.0,18.0,108.0,1.5,12.0,2095957,exact_logical_count,72.49,,7cbc8d9a1fd8f41601d544f5aa8b2e75d34c94b8b2be08b210da1f1ef487ce56,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00411.sql,2095957,9.0,232884.11111111112,-5.367139859113641,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00412,job_light,68,68:0002,68:0001,1,Nested Loop,Inner,,,ci mc mi mk t,cast_info movie_companies movie_info movie_keyword title,5,221041.0,890131.0,1.0,890131.0,4.026994991879334,4.026994991879334,890131,exact_logical_count,473.637,,15de93992b56d482a7ee51574e8226c3a4233cb282cb76496fd9895029422218,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00412.sql,890131,221041.0,4.026994991879334,-0.6049810895030059,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00413,job_light,68,68:0003,68:0002,2,Nested Loop,Inner,,,ci mi mk t,cast_info movie_info movie_keyword title,4,99969.0,344690.0,1.0,344690.0,3.4479688703498086,3.4479688703498086,344690,exact_logical_count,377.927,,85043abd5e95dab14f58d00cdd96cb6efc0fb98b3dacf32474e99454b3a90530,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00413.sql,344690,99969.0,3.4479688703498086,-0.5375633361850618,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00414,job_light,68,68:0004,68:0003,3,Nested Loop,Inner,,,mi mk t,movie_info movie_keyword title,3,26100.0,50506.0,1.0,50506.0,1.935095785440613,1.935095785440613,50506,exact_logical_count,132.376,,46f3d50984fe10a88799935450020c794b7f733715836c9f8176802c2a925742,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00414.sql,50506,26100.0,1.935095785440613,-0.28670246705970015,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00415,job_light,68,68:0005,68:0004,4,Hash Join,Inner,,,mk t,movie_keyword title,2,7462.0,8462.0,1.0,8462.0,1.1340123291342803,1.1340123291342803,8462,exact_logical_count,39.493,,fb718db690c6b302436c59bbb07ea809fdc426666445cdb08b2549ddc895f7c3,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00415.sql,8462,7462.0,1.1340123291342803,-0.054617776290465554,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00416,job_light,68,68:0006,68:0005,5,Seq Scan,,title,t,t,title,1,344379.0,344303.0,1.0,344303.0,1.0002207358053807,1.0002207358053807,344303,exact_logical_count,13.899,,559064aea5b97456c22839841580becff1cb727d7c3ef52d95db6b6b406ac0f3,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00416.sql,344303,344379.0,1.0002207358053807,9.585376344564407e-05,over
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00417,job_light,68,68:0008,68:0007,6,Bitmap Heap Scan,,movie_keyword,mk,mk,movie_keyword,1,7615.0,8758.0,1.0,8758.0,1.1500984898227182,1.1500984898227182,8758,exact_logical_count,0.794,,ca2a0d2f48db6c5d2e6b5125f06c0c337a08005b029058d1ca560037fda6ce59,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00417.sql,8758,7615.0,1.1500984898227182,-0.06073503318404533,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00418,job_light,68,68:0010,68:0004,4,Index Scan,,movie_info,mi,mi,movie_info,1,5.0,6.0,8462.0,50772.0,1.2,10154.4,1217000,exact_logical_count,45.757,,5635036b6c35ef39ccc434b9728965f7dceae046cbea8276ce09345189ad2b37,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00418.sql,1217000,5.0,243400.0,-5.3863205738940465,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00419,job_light,68,68:0011,68:0003,3,Index Scan,,cast_info,ci,ci,cast_info,1,6.0,7.0,50506.0,353542.0,1.1666666666666667,58923.666666666664,1341817,exact_logical_count,50.619,,d279840af9a139493f3c318fabaea6ae42961b57b904dd2f6c0cfd318a23084b,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00419.sql,1341817,6.0,223636.16666666666,-5.349542039436296,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00420,job_light,68,68:0013,68:0012,3,Index Only Scan,,movie_companies,mc,mc,movie_companies,1,2.0,3.0,8438.0,25314.0,1.5,12657.0,777098,exact_logical_count,29.108,,c9df25b5c60f40ed74485be44aabbd04b7f2ec90c65772e7b6453a2bfe65956f,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00420.sql,777098,2.0,388549.0,-5.589445795563489,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00421,job_light,69,69:0002,69:0001,1,Nested Loop,Inner,,,ci mc mi mk t,cast_info movie_companies movie_info movie_keyword title,5,497383.0,626440.0,1.0,626440.0,1.259472076850234,1.259472076850234,626440,exact_logical_count,441.625,,41205175b3a2cad982dd068a7e117ce40e508b6f88e49be522e297c2c797b1cc,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00421.sql,626440,497383.0,1.259472076850234,-0.10018854340674863,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00422,job_light,69,69:0003,69:0002,2,Nested Loop,Inner,,,ci mi mk t,cast_info movie_info movie_keyword title,4,224949.0,255001.0,1.0,255001.0,1.133594725915652,1.133594725915652,255001,exact_logical_count,362.114,,b1c97ea279557a5bbece03a01e5c19c44f5a7c4d516d6a9af926f008837a3b3e,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00422.sql,255001,224949.0,1.133594725915652,-0.05445781667566218,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00423,job_light,69,69:0004,69:0003,3,Nested Loop,Inner,,,mi mk t,movie_info movie_keyword title,3,58731.0,62583.0,1.0,62583.0,1.0655871686162333,1.0655871686162333,62583,exact_logical_count,171.369,,8db023deb9744927898cc85d0983ef94676ff18debd6ca8206fa73475331e4b6,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00423.sql,62583,58731.0,1.0655871686162333,-0.02758898225348145,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00424,job_light,69,69:0005,69:0004,4,Hash Join,Inner,,,mk t,movie_keyword title,2,16790.0,15285.0,1.0,15285.0,1.0984625449787373,1.0984625449787373,15285,exact_logical_count,46.293,,03277c4b6b0ce1098fcad859c4dfcf58fcdc28c16c924af57656a0ff595eadf7,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00424.sql,15285,16790.0,1.0984625449787373,0.040785253075941136,over
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00425,job_light,69,69:0006,69:0005,5,Seq Scan,,title,t,t,title,1,346160.0,345824.0,1.0,345824.0,1.0009715924863514,1.0009715924863514,345824,exact_logical_count,13.838,,a6b8c0de1125ea9e4c8e156c4e62d1859c4354f053507770ea9749661610df4b,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00425.sql,345824,346160.0,1.0009715924863514,0.0004217524029096418,over
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00426,job_light,69,69:0008,69:0007,6,Bitmap Heap Scan,,movie_keyword,mk,mk,movie_keyword,1,17047.0,15639.0,1.0,15639.0,1.0900313319265937,1.0900313319265937,15639,exact_logical_count,1.384,,b1582c0f58121fcd1002b069a6cbcf629308b942622e32729edada77cf6d1d02,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00426.sql,15639,17047.0,1.0900313319265937,0.03743898150691804,over
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00427,job_light,69,69:0010,69:0004,4,Index Scan,,movie_info,mi,mi,movie_info,1,5.0,4.0,15285.0,61140.0,1.25,12228.0,1217000,exact_logical_count,45.757,,5635036b6c35ef39ccc434b9728965f7dceae046cbea8276ce09345189ad2b37,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00427.sql,1217000,5.0,243400.0,-5.3863205738940465,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00428,job_light,69,69:0011,69:0003,3,Index Scan,,cast_info,ci,ci,cast_info,1,6.0,4.0,62583.0,250332.0,1.5,41722.0,1341817,exact_logical_count,50.619,,d279840af9a139493f3c318fabaea6ae42961b57b904dd2f6c0cfd318a23084b,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00428.sql,1341817,6.0,223636.16666666666,-5.349542039436296,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00429,job_light,69,69:0013,69:0012,3,Index Only Scan,,movie_companies,mc,mc,movie_companies,1,2.0,2.0,14081.0,28162.0,1.0,14081.0,777098,exact_logical_count,29.108,,c9df25b5c60f40ed74485be44aabbd04b7f2ec90c65772e7b6453a2bfe65956f,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00429.sql,777098,2.0,388549.0,-5.589445795563489,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00430,job_light,70,70:0002,70:0001,1,Nested Loop,Inner,,,ci mi mi_idx mk t,cast_info movie_info movie_info_idx movie_keyword title,5,3208.0,880.0,1.0,880.0,3.6454545454545455,3.6454545454545455,880,exact_logical_count,30.385,,e08871b16ce8cddd573a31dd8e9e3e3700efd337bc5f2be564f76adc52cc462b,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00430.sql,880,3208.0,3.6454545454545455,0.5617516874619572,over
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00431,job_light,70,70:0003,70:0002,2,Hash Join,Inner,,,mi mi_idx mk t,movie_info movie_info_idx movie_keyword title,4,227.0,107.0,1.0,107.0,2.121495327102804,2.121495327102804,107,exact_logical_count,28.796,,a25fdb68ce85e475ee0a81426b5b0c796661d6764bd05dd688b2aa3741064711,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00431.sql,107,227.0,2.121495327102804,0.32664207950791313,over
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00432,job_light,70,70:0004,70:0003,3,Seq Scan,,title,t,t,title,1,349674.0,349934.0,1.0,349934.0,1.000743549706298,1.000743549706298,349934,exact_logical_count,13.907,,093b33cdbba7e6093b8d4817a94149102a4f073e2611685d72ef70fddd86d948,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00432.sql,349934,349674.0,1.000743549706298,-0.00032279954058071737,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00433,job_light,70,70:0006,70:0005,4,Nested Loop,Inner,,,mi mi_idx mk,movie_info movie_info_idx movie_keyword,3,330.0,107.0,1.0,107.0,3.0841121495327104,3.0841121495327104,12532816800640,exact_logical_count,95.755,,6f9f1def84050fd3a72bbd86de629f04afb378152a519af29d3475fc462ccd35,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00433.sql,12532816800640,330.0,37978232729.21212,-10.579534751506616,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00434,job_light,70,70:0007,70:0006,5,Nested Loop,Inner,,,mi_idx mk,movie_info_idx movie_keyword,2,138.0,57.0,1.0,57.0,2.4210526315789473,2.4210526315789473,20959570,exact_logical_count,72.84,,094dcab118481dfaee5b7647e44b934138dac2f09079f6288899e1207f25fe94,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00434.sql,20959570,138.0,151880.9420289855,-5.18150328215173,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00435,job_light,70,70:0008,70:0007,6,Index Scan,,movie_info_idx,mi_idx,mi_idx,movie_info_idx,1,23.0,10.0,1.0,10.0,2.3,2.3,10,exact_logical_count,0.27,,885c78ab9adf29c01667b27e7ab7440081f508047c5656044b6951f88709d336,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00435.sql,10,23.0,2.3,0.36172783601759284,over
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00436,job_light,70,70:0009,70:0007,6,Index Only Scan,,movie_keyword,mk,mk,movie_keyword,1,9.0,6.0,10.0,60.0,1.5,6.666666666666667,2095957,exact_logical_count,72.49,,7cbc8d9a1fd8f41601d544f5aa8b2e75d34c94b8b2be08b210da1f1ef487ce56,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00436.sql,2095957,9.0,232884.11111111112,-5.367139859113641,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00437,job_light,70,70:0010,70:0006,5,Index Scan,,movie_info,mi,mi,movie_info,1,2.0,2.0,57.0,114.0,1.0,57.0,597952,exact_logical_count,23.515,,aa484562e90d2f7c63c97113a2f874de2085da73792c0807683b36e297dac662,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00437.sql,597952,2.0,298976.0,-5.475636327167556,under
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,PostgreSQL intermediate logical,job_light_node_00438,job_light,70,70:0012,70:0011,3,Index Only Scan,,cast_info,ci,ci,cast_info,1,22.0,8.0,10.0,80.0,2.75,3.6363636363636362,4980221,exact_logical_count,371.692,,378e7867231355d17a09ba759ac1a2763566ff667b18d59af519768cba773fb9,experiments/paper_results/source_candidate/postgres_logical_subplans/job_light/queries/job_light_node_00438.sql,4980221,22.0,226373.68181818182,-5.3548259344176135,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_00001,job_exact,1a,1a:0002,1a:0001,1,Hash Join,Inner,,,ct it mc mi_idx t,company_type info_type movie_companies movie_info_idx title,5,2074.0,6.0,1.0,6.0,345.6666666666667,345.6666666666667,6,exact_logical_count,21.274,,d07cec0d370c3669a02523c6e003e0a73324bf2b8539a70033b5ae187141a5bc,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_00001.sql,6,2074.0,345.6666666666667,2.5386575016693786,over
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_00002,job_exact,1a,1a:0003,1a:0002,2,Seq Scan,,title,t,t,title,1,351455.0,351455.0,1.0,351455.0,1.0,1.0,351455,exact_logical_count,15.686,,c7b30a7564273ee9a8a33d85d3f24cd9df05a65bdfaa539609723d98f3b8c470,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_00002.sql,351455,351455.0,1.0,0.0,exact
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_00003,job_exact,1a,1a:0005,1a:0004,3,Hash Join,Inner,,,ct it mc mi_idx,company_type info_type movie_companies movie_info_idx,4,2074.0,6.0,1.0,6.0,345.6666666666667,345.6666666666667,6,exact_logical_count,0.68,,cdb080e162171a6938c4d2d35b40d0397d9ddfc9961380a08b1f8ac6b86bb0b8,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_00003.sql,6,2074.0,345.6666666666667,2.5386575016693786,over
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_00004,job_exact,1a,1a:0006,1a:0005,4,Nested Loop,Inner,,,it mc mi_idx,info_type movie_companies movie_info_idx,3,8296.0,6.0,1.0,6.0,1382.6666666666667,1382.6666666666667,6,exact_logical_count,0.411,,3e6f7577720681812152f6b585368b108e65c2abbd04e7fd5e3b4887099cf7ec,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_00004.sql,6,8296.0,1382.6666666666667,3.140717492997341,over
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_00005,job_exact,1a,1a:0007,1a:0006,5,Nested Loop,Inner,,,it mi_idx,info_type movie_info_idx,2,28127.0,10.0,1.0,10.0,2812.7,2812.7,10,exact_logical_count,0.306,,139894a28debd5a5000119c865155916d7c70435a64c7289814a8d585a9e3f30,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_00005.sql,10,28127.0,2812.7,3.4491234131845605,over
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_00006,job_exact,1a,1a:0008,1a:0007,6,Seq Scan,,info_type,it,it,info_type,1,1.0,1.0,1.0,1.0,1.0,1.0,1,exact_logical_count,0.242,,509125e50c3365ebb1685b2c765b3fe0f53e94b9952ee67c47ba61b99d8e75e1,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_00006.sql,1,1.0,1.0,0.0,exact
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_00007,job_exact,1a,1a:0009,1a:0007,6,Bitmap Heap Scan,,movie_info_idx,mi_idx,mi_idx,movie_info_idx,1,175792.0,10.0,1.0,10.0,17579.2,17579.2,703170,exact_logical_count,27.632,,cb99a2dc24092a1eb888252d6c3b44f214aef80fffe3f6a075444ca63583587d,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_00007.sql,703170,175792.0,4.000011377082006,-0.6020612265771895,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_00008,job_exact,1a,1a:0011,1a:0006,5,Index Scan,,movie_companies,mc,mc,movie_companies,1,1.0,1.0,10.0,10.0,1.0,10.0,176168,exact_logical_count,76.703,,99b73b178b6eefa494c9d2c820a37e061d4462128c6b45a36499746b08db3b30,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_00008.sql,176168,1.0,176168.0,-5.245927023908369,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_00009,job_exact,1a,1a:0013,1a:0012,5,Seq Scan,,company_type,ct,ct,company_type,1,1.0,1.0,1.0,1.0,1.0,1.0,1,exact_logical_count,0.566,,cdb019ca83dca23b39435a9668111172c514c7ea3e9d733632b62656fb983812,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_00009.sql,1,1.0,1.0,0.0,exact
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_00010,job_exact,1b,1b:0002,1b:0001,1,Hash Join,Inner,,,ct it mc mi_idx t,company_type info_type movie_companies movie_info_idx title,5,47.0,1.0,1.0,1.0,47.0,47.0,1,exact_logical_count,6.574,,a472713b4da4a97462b14f2a701bd9d7dad173df8c76e9e417039ed2d6aefd2d,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_00010.sql,1,47.0,47.0,1.6720978579357175,over
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_00011,job_exact,1b,1b:0003,1b:0002,2,Nested Loop,Inner,,,it mc mi_idx t,info_type movie_companies movie_info_idx title,4,187.0,2.0,1.0,2.0,93.5,93.5,2,exact_logical_count,2.639,,5b72481d8b8f7aa1a10fabcc8751824516629e1ced27635ff3ca96124fea4366,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_00011.sql,2,187.0,93.5,1.9708116108725178,over
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_00012,job_exact,1b,1b:0004,1b:0003,3,Hash Join,Inner,,,it mi_idx t,info_type movie_info_idx title,3,143.0,1.0,1.0,1.0,143.0,143.0,1,exact_logical_count,2.039,,1690ba93523562319d6b6043ecb8b81fc176412f9b7660c9d2c60dea6944bae6,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_00012.sql,1,143.0,143.0,2.155336037465062,over
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_00013,job_exact,1b,1b:0005,1b:0004,4,Nested Loop,Inner,,,it mi_idx,info_type movie_info_idx,2,28127.0,250.0,1.0,250.0,112.508,112.508,250,exact_logical_count,0.313,,d1388815d4d65e4c5cf220cbf4ab786d408dd0ed16a6d5fa67a5282d1444594f,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_00013.sql,250,28127.0,112.508,2.051183404512523,over
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_00014,job_exact,1b,1b:0006,1b:0005,5,Seq Scan,,info_type,it,it,info_type,1,1.0,1.0,1.0,1.0,1.0,1.0,1,exact_logical_count,0.299,,b631a3fba60e39c88fcfceb95a290dc483b19ba6e8298092dde03989fab3dcc2,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_00014.sql,1,1.0,1.0,0.0,exact
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_00015,job_exact,1b,1b:0007,1b:0005,5,Bitmap Heap Scan,,movie_info_idx,mi_idx,mi_idx,movie_info_idx,1,175792.0,250.0,1.0,250.0,703.168,703.168,703170,exact_logical_count,27.632,,cb99a2dc24092a1eb888252d6c3b44f214aef80fffe3f6a075444ca63583587d,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_00015.sql,703170,175792.0,4.000011377082006,-0.6020612265771895,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_00016,job_exact,1b,1b:0010,1b:0009,5,Index Scan,,title,t,t,title,1,1781.0,1521.0,1.0,1521.0,1.170940170940171,1.170940170940171,1521,exact_logical_count,0.426,,1502159ec7ffefcd7e8835faa61ffc8d70736ff40100dda63d7bb88a8b7d08bf,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_00016.sql,1521,1781.0,1.170940170940171,0.06853470541024514,over
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_00017,job_exact,1b,1b:0011,1b:0003,3,Index Scan,,movie_companies,mc,mc,movie_companies,1,1.0,2.0,1.0,2.0,2.0,2.0,457643,exact_logical_count,59.669,,e3305c7718842a0f9fde6bcf948309165fbcce579b596cf604c827fb9d686851,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_00017.sql,457643,1.0,457643.0,-5.660526823882349,under
